Name	Type	Location	Price
WVRN Karaoke Session (17 March 2025)	Social & Community Events	Whampoa View RN	$2.00 
WVRN Karaoke Session (21 March 2025)	Social & Community Events	Whampoa View RN	$2.00 
WVRN Karaoke Session (24 March 2025)	Social & Community Events	Whampoa View RN	$2.00 
WVRN Karaoke Session (28 March 2025)	Social & Community Events	Whampoa View RN	$2.00 
WVRN Karaoke Session (31 March 2025)	Social & Community Events	Whampoa View RN	$2.00 
WhiteWater Water Carnival 2025	Social & Community Events	Whitewater RN	$6.00 
[Windermere NC] Brisk Walk & Breakfast	Social & Community Events	Windermere NC	$0.00 
2025 Mar: Community $0.00 Play (Table Tennis)	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Labu dan Labi	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Laksemana Do Re Mi	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Madu Tiga	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Musang Berjanggut	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Nasib Do Re Mi	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Nasib Labu Labi	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Nujum Pa' Blalang	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Pendekar Bujang Lapok	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Seniman Bujang Lapok	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: P. Ramlee Movie Screening - Tiga Abdul	Social & Community Events	Wisma Geylang Serai	$0.00 
2025 Mar: Weekday Exercises	Social & Community Events	Wisma Geylang Serai	$0.00 
Briyani Distribution	Social & Community Events	Wisma Geylang Serai	$0.00 
Porridge Distribution Session 2	Social & Community Events	Wisma Geylang Serai	$1.00 
Porridge Distribution Session 3	Social & Community Events	Wisma Geylang Serai	$1.00 
Chinese Ink Painting for Children	Workshops & Classes	Woodgrove Zone 1 RC	$100.00 
Woodgrove Zone 10 - March 2025 Flea Market	Social & Community Events	Woodgrove Zone 10 RN	$10.00 
Woodgrove Zone 3 RN Sungei Buloh Wetland Reserve	Social & Community Events	Woodgrove Zone 3 RC	$5.00 
Woodgrove Zone 4 RN Movie Night 2025	Social & Community Events	Woodgrove Zone 4 RN	$3.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Woodgrove Zone 6 RC	$50.00 
Woodgrove Zone 7 Jurong Lake Gardens Outing 2025	Social & Community Events	Woodgrove Zone 7 RC	$4.00 
[MYT GRC - Woodgrove] MY Family Carnival 2025	Social & Community Events	Woodgrove-Fuchun CC	$0.00 
3D Jelly Art Flower Piping	Food & Beverage	Woodgrove-Fuchun CC	From $40.00 to $50.00
Art Adventure for children (Ages 5 - 12) (Woodgrove Fuchun)	Workshops & Classes	Woodgrove-Fuchun CC	From $106.00 to $118.00
"Discover Macrame : Keychains, Totebags and More!"	Workshops & Classes	Woodgrove-Fuchun CC	From $20.00 to $25.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Woodgrove-Fuchun CC	From $70.00 to $75.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Woodgrove-Fuchun CC	From $80.00 to $85.00
Piloxing® SSP (HealthierSG)	Fitness & Wellness	Woodgrove-Fuchun CC	From $90.00 to $100.00
Wagashi Making	Food & Beverage	Woodgrove-Fuchun CC	From $40.00 to $50.00
Woodgrove CSN Jamboree Bowling 2025	Social & Community Events	Woodgrove-Fuchun CC	$50.00 
Woodgrove Harmony Family Walk	Social & Community Events	Woodgrove-Fuchun CC	$2.00 
Woodgrove Youth Network Wild Wild Wet 2025	Social & Community Events	Woodgrove-Fuchun CC	$10.00 
Yin Yoga (HealthierSG)	Fitness & Wellness	Woodgrove-Fuchun CC	From $85.00 to $95.00
Yoga Stretch (HealthierSG)	Fitness & Wellness	Woodgrove-Fuchun CC	From $85.00 to $95.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Woodgrove-Fuchun CC	From $90.00 to $100.00
[Woodlands Galaxy WEC] Let's Cook & Bake! (March 2025)	Social & Community Events	Woodlands CC	$5.00 
1D Raya Shopping Trip to Johor Bahru	Social & Community Events	Woodlands CC	From $100.00 to $120.00
3 V 3 Dodgeball Tournament 2025	Social & Community Events	Woodlands CC	$100.00 
7th Council Meeting (9th Term)	Social & Community Events	Woodlands CC	$0.00 
Bus to Pasar Geylang (Raya Shopping Edition)	Social & Community Events	Woodlands CC	$1.00 
Children's Art Class	Workshops & Classes	Woodlands CC	$3.00 
"Empowering Women, Inspiring Balance-International Women's Day 2025"	Social & Community Events	Woodlands CC	$2.00 
Golden Connect Exploring Mandai Boardwalk	Social & Community Events	Woodlands CC	$0.00 
Guided Tour to Singapore Air Force Museum	Social & Community Events	Woodlands CC	$5.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Woodlands CC	From $70.00 to $75.00
Karate (HealthierSG)	Fitness & Wellness	Woodlands CC	From $50.00 to $70.00
Let's Go Hiking-Bukit Timah Nature Reserve	Social & Community Events	Woodlands CC	$3.00 
Project Sama Sama Rollout @ Nee Soon South	Social & Community Events	Woodlands CC	$0.00 
Woodlands PAssion Community Football Programme 2025	Social & Community Events	Woodlands CC	$50.00 
Woodlands Youth Adulting Series	Social & Community Events	Woodlands CC	$0.00 
Woodlands Town Garden	Outdoor & Nature	Woodlands Centre Road adjacent to Bukit Timah Expressway	$0.00 
Woodlands ClubFITT Gym	Fitness & Wellness	"Woodlands Centre, Postal Code: 738597"	$2.50 
(CSN) Sembawang West CSN Children Football League April 2024 to March 2025	Social & Community Events	Woodlands Galaxy CC	$70.00 
(CSN) Sembawang West Line Dance interest group FY 2024	Social & Community Events	Woodlands Galaxy CC	$24.00 
[PRIVATE SESSION] Woodlands Galaxy CC x Troup 55 Scout Group (10 May 2025)	Social & Community Events	Woodlands Galaxy CC	$3.00 
AstroMarathon 2025 (Spring Edition)	Social & Community Events	Woodlands Galaxy CC	$15.00 
Badminton (HealthierSG) (Woodlands)	Fitness & Wellness	Woodlands Galaxy CC	From $120.00 to $140.00
Bharathanatyam (Elementary) - Children (Woodlands)	Workshops & Classes	Woodlands Galaxy CC	From $70.00 to $80.00
Cartoon Drawing for Children (Woodlands)	Workshops & Classes	Woodlands Galaxy CC	From $100.00 to $110.00
Chinese Calligraphy	Workshops & Classes	Woodlands Galaxy CC	From $70.00 to $75.00
Earth Hour Star Party 2025	Social & Community Events	Woodlands Galaxy CC	$2.00 
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Woodlands Galaxy CC	From $60.00 to $70.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Woodlands Galaxy CC	From $70.00 to $75.00
Kiddies Expression - Creative Fun Art (Age 5-12)	Workshops & Classes	Woodlands Galaxy CC	From $100.00 to $105.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Woodlands Galaxy CC	From $30.00 to $36.00
Recreational Karaoke Folk Singing (Mandarin)	Workshops & Classes	Woodlands Galaxy CC	From $70.00 to $80.00
Tamil Language Festival 	Social & Community Events	Woodlands Galaxy CC	$0.00 
Woodlands Galaxy CC Stargazing (March 2025)	Social & Community Events	Woodlands Galaxy CC	$1.00 
1D Johor Bahru Shopping Trip	Social & Community Events	Woodlands Zone 2 RN	From $38.00 to $48.00
Journey Through Time	Social & Community Events	Woodlands Zone 2 RN	$5.00 
Woodlands Zone 2 RN Gardening (April 2025 - June 2025)	Social & Community Events	Woodlands Zone 2 RN	$15.00 
Woodlands Zone 2 RN Gardening (January 2025 - March 2025)	Social & Community Events	Woodlands Zone 2 RN	$15.00 
[Woodlands Zone 3 RN] - Dance Fit Club (HealthierSG)	Social & Community Events	Woodlands Zone 3 RN	$24.00 
Bus to National Orchid Garden	Social & Community Events	Woodlands Zone 3 RN	$0.00 
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Woodlands Zone 3 RN	From $80.00 to $85.00
Recreational Karaoke Dialect Singing (Hokkien)	Workshops & Classes	Woodlands Zone 3 RN	From $70.00 to $80.00
Yin Yoga (HealthierSG)	Fitness & Wellness	Woodlands Zone 3 RN	From $85.00 to $95.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Woodlands Zone 4 RN	$95.00 
Outing to Mandai Boardwalk	Social & Community Events	Woodlands Zone 4 RN	$5.00 
Noodle Making Workshop	Workshops & Classes	Woodlands Zone 7 RN	$10.00 
Suncatcher Workshop	Workshops & Classes	Woodlands Zone 7 RN	$3.00 
Trip to Arab Street & Haji Lane	Social & Community Events	Woodlands Zone 7 RN	$3.00 
"Eco Nature Tour @ Kluang, Johor"	Social & Community Events	Woodlands Zone 8 RN	From $88.00 to $98.00
Kampung Movie Night: Kungfu Panda 4	Social & Community Events	Woodlands Zone 8 RN	$3.00 
Visit to Yakult Factory	Social & Community Events	Woodlands Zone 9 RN	$2.00 
Potong Pasir Explores! Sustainability Singapore Gallery Tour & Kite Flying at Marina Barrage	Social & Community Events	Woodleigh RN	$6.00 
[Limbang-YMG] Yew Mei Green March 2025 Funwalk @ East Coast Park	Social & Community Events	Yew Mei Green RN	$2.00 
[Yew Tee CC SCEC & Yew Tee AAC] Fitness Square Dance 健身广场舞 [January - June 2025]	Social & Community Events	Yew Tee CC	$12.00 
[Yew Tee CC SCEC & Yew Tee AAC] Floor Curling Interest Group (January 2025 - December 2025)	Social & Community Events	Yew Tee CC	$0.00 
[Yew Tee CC SCEC & Yew Tee AAC] Rummy-O Interest Group (11/03/2025 and 25/03/2025)	Social & Community Events	Yew Tee CC	$0.00 
[Yew Tee CC SCEC] Dance-Fit Club (HealthierSG) (Feb 2025 to Jan 2026)	Social & Community Events	Yew Tee CC	$36.00 
[Yew Tee CCC] Yew Tee Family Day 2025	Social & Community Events	Yew Tee CC	$25.00 
[Yew Tee CSN] PAssion Community Football (PACF) Programme 2025	Social & Community Events	Yew Tee CC	$110.00 
Badminton for Kids (Yew Tee)	Fitness & Wellness	Yew Tee CC	From $150.00 to $160.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Yew Tee CC	From $60.00 to $70.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Yew Tee CC	From $70.00 to $80.00
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Yew Tee CC	From $40.00 to $50.00
Lowrey Piano (Beginner)	Workshops & Classes	Yew Tee CC	From $295.00 to $305.00
Pilates - Matwork for Beginners (HealthierSG)	Fitness & Wellness	Yew Tee CC	From $110.00 to $120.00
Recreational Folk Dance (Intermediate) (HealthierSG)	Workshops & Classes	Yew Tee CC	From $35.00 to $45.00
YAMAHA CHILDREN ELECTONE COURSE LEVEL 1	Workshops & Classes	Yew Tee CC	From $288.90 to $298.90
YAMAHA CHILDREN'S ELECTONE COURSE LEVEL 11	Workshops & Classes	Yew Tee CC	From $433.35 to $443.35
YAMAHA CHILDREN'S ELECTONE COURSE LEVEL 7	Workshops & Classes	Yew Tee CC	From $401.25 to $411.25
YAMAHA CHILDREN'S ELECTONE COURSE LEVEL 9	Workshops & Classes	Yew Tee CC	From $433.35 to $443.35
YAMAHA ELECTONE MUSICIANS COURSE LEVEL 6 (INDIVIDUAL)	Workshops & Classes	Yew Tee CC	From $565.00 to $575.00
YAMAHA ELECTONE MUSICIANS COURSE LEVEL 8 (INDIVIDUAL)	Workshops & Classes	Yew Tee CC	From $703.00 to $713.00
Zumba® Fitness (HealthierSG)	Fitness & Wellness	Yew Tee CC	From $90.00 to $100.00
"[Yew Tee Residences NC] Youngsters Unite: Play, Build and Make Friends"	Social & Community Events	Yew Tee Residences NC	$0.00 
[Yew Tee Zone 10 RC] Back to School & Save the Earth Hour Event	Social & Community Events	Yew Tee Zone 10 RC	$2.00 
[Yew Tee Zone 10 RC] Yakult Factory Tour	Social & Community Events	Yew Tee Zone 10 RC	$2.00 
[Yew Tee Zone 10 RC] Yew Tee Zone 10 RC Dance-Fit Club [Jan 2025 - Dec 2025]	Social & Community Events	Yew Tee Zone 10 RC	$24.00 
Taekwondo (Singapore Taekwondo Federation) (Online) (HealthierSG)	Fitness & Wellness	Yew Tee Zone 10 RC	$105.00 
[Yew Tee Zone 11 RC] BBQ & Games Night with Neighbours	Social & Community Events	Yew Tee Zone 11 RC	$3.00 
[Yew Tee Zone 12 RC] Brisk Walk @ Mandai Boardwalk	Social & Community Events	Yew Tee Zone 12 RC	$2.00 
[Yew Tee Zone 7 RC & Yew Tee Zone 9 RC] Sakura @ Gardens by the Bay	Social & Community Events	Yew Tee Zone 7 RC	$10.00 
[Yew Tee Zone 7] Brisk Walk at Labrador Park	Social & Community Events	Yew Tee Zone 7 RC	$2.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Yew Tee Zone 9 RC	From $26.00 to $28.00
Dao Yin Yang Sheng Gong (HealthierSG)	Fitness & Wellness	Yio Chu Kang CC	From $60.00 to $65.00
Yio Chu Kang Badminton Tournament 2025	Social & Community Events	Yio Chu Kang CC	$30.00 
Yio Chu Kang Community Awareness Day 2025	Social & Community Events	Yio Chu Kang CC	$0.00 
Yio Chu Kang Wellness Festival	Social & Community Events	Yio Chu Kang CC	$5.00 
YCK HEIGHTS SINGING (15/3/25) 1.30PM	Social & Community Events	Yio Chu Kang Height RN	$100.00 
YCK HEIGHTS SINGING (22/3/25) 1:30pm	Social & Community Events	Yio Chu Kang Height RN	$100.00 
YCK Heights Singing (23/3/25) 6pm	Social & Community Events	Yio Chu Kang Height RN	$100.00 
YCK Heights Singing (5/5/25) 6.30pm	Social & Community Events	Yio Chu Kang Height RN	$90.00 
food rescue on 22 March 2025	Social & Community Events	Yio Chu Kang View RN	$0.00 
"YCK View RN Singing Session on 10, 12, 15 and 16 March 2025"	Social & Community Events	Yio Chu Kang View RN	From $80.00 to $90.00
Yishun ClubFITT Gym	Fitness & Wellness	"Yishun Ave 1, Postal Code: 769130"	$2.50 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Yishun Clover RC	$80.00 
Yishun Clover - RC Dance Fit Club 2025	Social & Community Events	Yishun Clover RC	$24.00 
Yishun Clover-Journey To The East (Nee Soon Cares 2024)	Social & Community Events	Yishun Clover RC	$3.00 
YG Brisk Walk @ Yishun Neighborhood Park on 18 March 2025	Social & Community Events	Yishun Gardens RN	$0.00 
YG Brisk Walk @ Yishun Neighborhood Park on 25 March 2025	Social & Community Events	Yishun Gardens RN	$0.00 
Yishun Gardens - Hari Raya Carnival 23 March 2025 (No Registration Required) (Nee Soon Cares 24)	Social & Community Events	Yishun Gardens RN	$0.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Yishun Greenwalk RN	From $80.00 to $90.00
YGW - 2025 PSLE Mathematics Preparatory Group (Mar 2025)	Social & Community Events	Yishun Greenwalk RN	$0.00 
YGW - Ramadan Food Distribution 23 Mar 25	Social & Community Events	Yishun Greenwalk RN	$0.00 
Fun with Art	Workshops & Classes	Yishun Grove RN	From $120.00 to $130.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Yishun Grove RN	$80.00 
Basketball (HealthierSG) (Yishun Hearts)	Fitness & Wellness	Yishun Hearts RN	From $240.00 to $250.00
"Digital Skills for Life workshops - Yishun Hearts 28-Feb, 16-Mar, 20-Apr &18-May (Nee Soon Cares 2024)"	Workshops & Classes	Yishun Hearts RN	$0.00 
Line Dance (Adult) - Elementary (HealthierSG)	Workshops & Classes	Yishun Hearts RN	From $35.00 to $45.00
Little Musician: Keyboard Music Level 1 (4 to 11 Years Old)	Workshops & Classes	Yishun Hearts RN	From $300.00 to $310.00
Recreational Karaoke Dialect Singing (Hokkien)	Workshops & Classes	Yishun Hearts RN	From $50.00 to $60.00
Yishun Hearts RN - NWCDC Dance-Fit Club 2025 (HealthierSG) - Jan 2025 to Dec 2025	Social & Community Events	Yishun Hearts RN	$24.00 
Yishun Jasmine - Dance Fit Club (HealthierSG) - Jan 2025 to Dec 2025	Social & Community Events	Yishun Jasmine RN	$24.00 
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Yishun Orchid RN	From $80.00 to $90.00
YO - Dance Fit Club (HealthierSG) - Jan 25 to Dec 25	Social & Community Events	Yishun Orchid RN	$24.00 
Advance Knitting Course - Stick and Crochet Knitting (Yishun)	Workshops & Classes	Yishun Palm Springs RN	From $140.00 to $150.00
Wing Chun Kung Fu (HealthierSG)	Fitness & Wellness	Yishun Palm Springs RN	From $75.00 to $85.00
YPS Karaoke Booking 1 May 2024 to 30 Apr 2025	Social & Community Events	Yishun Palm Springs RN	$80.00 
YPS RN-Dance Fit Club (HealthierSG) 1 Jun 2024 to 31 May 2025	Social & Community Events	Yishun Palm Springs RN	$24.00 
Hip Hop Dance (Adult) (HealthierSG)	Workshops & Classes	Yishun River Green RN	From $160.00 to $170.00
Hip Hop Dance (Kids)	Workshops & Classes	Yishun River Green RN	From $160.00 to $170.00
Hip Hop Dance (Teens)	Workshops & Classes	Yishun River Green RN	From $160.00 to $170.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Yishun River Green RN	From $80.00 to $100.00
YRG Trip to Changi Chapel and Museum & Loyang Tua Pek Kong - 22 Mar 2025 (Nee Soon Cares 2024)	Social & Community Events	Yishun River Green RN	$3.00 
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Yishun River Vale RN	$35.00 
Recreational Karaoke Dialect Singing (Hokkien)	Workshops & Classes	Yishun River Vale RN	From $50.00 to $60.00
YRW Shopping @ Geylang Serai on 22 March 2025 (Nee Soon Cares 2024)	Social & Community Events	Yishun Riverwalk RN	$3.00 
Krav Maga Self-Defense (HealthierSG)	Fitness & Wellness	Yishun Sunshine RN	From $60.00 to $90.00
Taekwondo (Singapore Taekwondo Federation) (HealthierSG)	Fitness & Wellness	Yishun Sunshine RN	From $67.00 to $77.00
Chinese Dance (Children)	Workshops & Classes	Yuhua CC	From $120.00 to $125.00
Hatha Yoga (Elementary) (HealthierSG)	Fitness & Wellness	Yuhua CC	From $60.00 to $65.00
Hatha Yoga (Intermediate) (HealthierSG)	Fitness & Wellness	Yuhua CC	From $65.00 to $70.00
Nirvana® Fitness (HealthierSG)	Fitness & Wellness	Yuhua CC	From $80.00 to $90.00
Recreational Folk Dance (Elementary) (HealthierSG)	Workshops & Classes	Yuhua CC	From $40.00 to $45.00
Recreational Folk Dance (Intermediate) (HealthierSG)	Workshops & Classes	Yuhua CC	From $40.00 to $45.00
Recreational Instrumental Dialect Singing (Cantonese)	Workshops & Classes	Yuhua CC	From $70.00 to $75.00
Recreational Karaoke Folk Singing (Mandarin)	Workshops & Classes	Yuhua CC	From $65.00 to $70.00
Yuhua CACC OBOG SYF Showcase	Social & Community Events	Yuhua CC	$0.00 
Yuhua CC IAEC LPA Workshop	Workshops & Classes	Yuhua CC	$0.00 
Yuhua Seniors' Day Out at Bidadari Park	Social & Community Events	Yuhua CC	$3.00 
Yuhua SonicWest Running Club – Weekly Run (10 May 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (12 April 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (15 March 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (17 May 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (19 April 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (22 March 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (24 May 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (26 April 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (29 March 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (3 May 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (31 May 2025)	Social & Community Events	Yuhua CC	$0.00 
Yuhua SonicWest Running Club – Weekly Run (5 April 2025)	Social & Community Events	Yuhua CC	$0.00 
